"","GSM7840464","GSM7840465","GSM7840466","GSM7840467","GSM7840468","GSM7840469","GSM7840470","GSM7840471","GSM7840472"
"ENSMUSG00000040133",0,0,0,3,0,0,1,0,1
"ENSMUSG00000051457",4,18,15,2,8,11,6,12,13
"ENSMUSG00000051456",0,0,0,0,0,0,0,0,0
"ENSMUSG00000051455",0,0,0,0,0,0,0,0,0
"ENSMUSG00000056486",0,0,1,2,0,1,5,0,1
"ENSMUSG00000056481",10,5,8,4,4,8,6,5,7
"ENSMUSG00000051452",60,30,49,36,53,77,39,117,69
"ENSMUSG00000051451",158,187,180,203,141,142,101,184,175
"ENSMUSG00000019278",6,8,11,10,7,11,4,16,12
"ENSMUSG00000025425",0,0,0,2,0,0,0,0,0
"ENSMUSG00000025427",1,3,1,6,4,3,0,2,1
"ENSMUSG00000025421",301,438,238,314,243,319,304,348,353
"ENSMUSG00000025420",0,0,0,0,0,0,0,0,0
"ENSMUSG00000025423",366,500,310,348,296,320,325,479,366
"ENSMUSG00000025422",5,19,13,41,19,39,36,59,20
"ENSMUSG00000017943",0,0,0,0,0,1,0,0,0
"ENSMUSG00000025429",170,220,100,104,60,98,72,96,107
"ENSMUSG00000061666",15,8,11,4,8,2,12,15,7
"ENSMUSG00000061665",475,550,429,378,374,475,460,489,450
"ENSMUSG00000035623",257,236,212,136,136,155,151,235,193
"ENSMUSG00000056220",9,13,26,18,9,32,16,4,13
"ENSMUSG00000056223",0,0,0,0,0,0,0,0,0
"ENSMUSG00000056222",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095519",1,0,0,0,0,0,0,2,0
"ENSMUSG00000020598",0,0,1,0,0,0,1,0,1
"ENSMUSG00000056228",139,182,120,160,176,171,153,108,157
"ENSMUSG00000020599",10,0,0,4,1,5,0,6,0
"ENSMUSG00000103804",3,0,1,6,1,0,1,0,0
"ENSMUSG00000002524",648,860,578,675,579,618,793,958,592
"ENSMUSG00000020594",839,200,702,569,473,637,370,664,527
"ENSMUSG00000020592",3046,2505,2065,1507,1535,2269,2237,2688,2184
"ENSMUSG00000020593",5349,16031,4974,3391,1666,2783,952,7153,2703
"ENSMUSG00000103802",0,0,0,0,0,0,0,0,0
"ENSMUSG00000025396",1212,1427,1715,968,1922,1911,913,1156,951
"ENSMUSG00000025395",38,32,20,18,35,29,49,26,24
"ENSMUSG00000035629",256,335,225,234,207,253,201,335,235
"ENSMUSG00000025393",15416,20723,12062,13874,10963,13655,11109,16339,13291
"ENSMUSG00000091055",0,0,0,0,0,0,0,0,0
"ENSMUSG00000091053",0,0,0,0,0,0,0,0,0
"ENSMUSG00000091050",16,20,10,20,12,21,8,15,13
"ENSMUSG00000091059",0,0,0,0,0,0,0,0,0
"ENSMUSG00000060049",0,0,0,0,0,0,0,0,0
"ENSMUSG00000028039",0,0,0,0,0,0,0,0,0
"ENSMUSG00000060044",21,6,14,7,4,7,10,7,14
"ENSMUSG00000095992",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095993",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087124",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095996",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095994",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020628",333,369,270,291,199,335,292,369,253
"ENSMUSG00000097848",0,0,0,0,0,0,0,0,0
"ENSMUSG00000097849",0,0,0,0,0,0,0,0,0
"ENSMUSG00000028034",418,307,331,504,353,286,387,324,272
"ENSMUSG00000097842",3,8,3,5,4,5,0,5,0
"ENSMUSG00000097843",0,0,0,0,0,0,0,0,0
"ENSMUSG00000097840",2,0,1,0,0,0,0,0,0
"ENSMUSG00000097841",0,0,0,0,0,0,0,0,0
"ENSMUSG00000097847",0,0,0,0,0,0,0,0,0
"ENSMUSG00000097845",0,0,0,0,0,0,0,0,0
"ENSMUSG00000056771",0,0,2,0,3,2,0,2,0
"ENSMUSG00000031791",24,46,44,39,29,19,22,44,29
"ENSMUSG00000102999",1,0,0,0,0,0,0,0,1
"ENSMUSG00000102991",0,0,0,0,0,0,0,0,0
"ENSMUSG00000102990",0,0,0,0,0,0,0,0,0
"ENSMUSG00000102993",0,0,0,0,0,0,0,0,0
"ENSMUSG00000102992",0,0,0,0,0,0,0,0,0
"ENSMUSG00000102995",0,0,0,0,0,0,0,0,0
"ENSMUSG00000102994",0,0,0,0,0,0,0,0,0
"ENSMUSG00000102997",0,0,0,0,0,0,0,0,0
"ENSMUSG00000066671",0,0,0,0,0,0,0,0,0
"ENSMUSG00000066672",0,0,0,0,0,0,0,0,0
"ENSMUSG00000066677",1,0,11,5,17,1,16,10,23
"ENSMUSG00000019471",1134,1573,1000,1067,881,1010,1074,1316,1068
"ENSMUSG00000068219",0,0,0,0,0,0,0,0,0
"ENSMUSG00000068218",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063531",1,0,0,0,2,3,0,0,0
"ENSMUSG00000063535",1,0,2,5,1,3,6,7,4
"ENSMUSG00000076695",5,1,0,0,0,2,2,4,0
"ENSMUSG00000020080",1,0,3,0,3,1,2,4,1
"ENSMUSG00000052833",214,255,205,232,168,271,169,207,187
"ENSMUSG00000036356",13,20,8,2,3,3,3,15,9
"ENSMUSG00000033187",1,2,3,3,0,0,0,0,0
"ENSMUSG00000019848",0,0,0,0,0,0,0,0,0
"ENSMUSG00000019849",432,589,363,347,405,372,516,734,379
"ENSMUSG00000092506",0,0,0,0,0,0,0,0,0
"ENSMUSG00000033186",230,288,158,175,158,204,165,232,219
"ENSMUSG00000092500",0,0,0,0,0,0,0,0,0
"ENSMUSG00000092503",0,0,0,0,0,0,0,0,0
"ENSMUSG00000019841",171,120,190,156,150,163,100,129,108
"ENSMUSG00000019842",34,35,28,28,17,21,51,37,47
"ENSMUSG00000019843",111,133,112,53,67,58,114,105,107
"ENSMUSG00000092508",0,0,0,0,0,0,0,0,0
"ENSMUSG00000092509",0,1,0,0,0,1,0,0,0
"ENSMUSG00000019846",52,93,61,33,33,58,36,70,76
"ENSMUSG00000063651",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020086",12,11,4,3,5,7,2,8,10
"ENSMUSG00000020279",0,0,0,0,0,0,0,0,0
"ENSMUSG00000103649",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020277",669,941,542,542,408,575,268,541,460
"ENSMUSG00000096084",0,0,0,0,0,0,0,0,0
"ENSMUSG00000020275",102,65,104,49,57,88,74,88,69
"ENSMUSG00000020087",627,970,566,643,477,619,521,677,595
"ENSMUSG00000020273",87,68,81,70,52,67,52,80,70
"ENSMUSG00000020272",39,68,41,24,23,33,49,46,52
"ENSMUSG00000020271",522,599,386,349,310,417,333,470,446
"ENSMUSG00000020270",0,0,0,0,0,0,0,0,0
"ENSMUSG00000033392",97,136,144,86,86,95,80,167,89
"ENSMUSG00000033396",291,371,280,243,202,280,252,359,326
"ENSMUSG00000022814",341,416,352,447,291,314,268,476,380
"ENSMUSG00000021890",599,803,447,384,379,531,521,704,515
"ENSMUSG00000021891",112,138,103,92,84,111,128,151,130
"ENSMUSG00000021892",639,992,601,591,475,632,529,896,733
"ENSMUSG00000021893",446,647,470,362,342,471,353,455,416
"ENSMUSG00000039943",34,68,39,37,37,29,54,50,29
"ENSMUSG00000090868",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021898",0,0,0,0,0,0,0,0,0
"ENSMUSG00000090864",0,0,0,0,0,0,0,0,0
"ENSMUSG00000090861",0,2,0,0,0,0,0,0,0
"ENSMUSG00000090860",0,0,0,0,0,0,0,0,0
"ENSMUSG00000090863",2,7,2,5,4,3,1,6,8
"ENSMUSG00000090862",19,24,29,12,10,12,8,22,15
"ENSMUSG00000100593",0,4,4,0,4,3,0,2,1
"ENSMUSG00000037896",311,311,240,190,219,257,289,331,264
"ENSMUSG00000100591",0,0,0,0,0,0,0,0,0
"ENSMUSG00000037894",56,43,33,53,19,11,15,26,21
"ENSMUSG00000100597",0,0,0,0,0,0,0,0,0
"ENSMUSG00000037892",11,11,13,11,10,10,2,8,6
"ENSMUSG00000100594",28,53,26,41,20,42,20,23,26
"ENSMUSG00000100599",0,1,2,3,0,2,0,1,6
"ENSMUSG00000100598",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104038",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104039",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104030",1,0,0,6,3,0,0,0,1
"ENSMUSG00000104032",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104033",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104034",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104035",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104036",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104037",0,0,0,1,0,0,0,0,0
"ENSMUSG00000099501",0,0,0,0,0,0,0,0,0
"ENSMUSG00000096336",0,1,4,0,2,0,0,1,3
"ENSMUSG00000099503",0,0,0,0,0,0,0,0,0
"ENSMUSG00000099502",0,0,0,0,0,0,0,0,0
"ENSMUSG00000096333",0,0,0,0,0,0,0,0,0
"ENSMUSG00000036411",0,0,5,0,0,1,6,0,1
"ENSMUSG00000036412",0,0,0,5,0,0,0,1,1
"ENSMUSG00000099506",0,0,0,0,0,0,0,0,0
"ENSMUSG00000099509",0,0,0,0,0,0,0,0,0
"ENSMUSG00000099508",0,0,0,0,0,0,0,0,0
"ENSMUSG00000106894",0,0,0,0,0,0,0,0,0
"ENSMUSG00000096338",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076532",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071178",88859,116664,81033,91576,77193,84978,73153,88009,86548
"ENSMUSG00000071179",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071172",449,530,425,469,421,435,496,478,408
"ENSMUSG00000071176",37,56,26,37,25,29,34,36,34
"ENSMUSG00000071177",69967,68358,52661,57944,53145,55393,50709,73970,52976
"ENSMUSG00000062372",0,0,0,0,0,0,0,0,0
"ENSMUSG00000062373",81,123,99,57,71,64,56,79,71
"ENSMUSG00000062376",95,142,93,112,60,93,109,101,80
"ENSMUSG00000027809",4657,7235,4648,4459,3634,5507,3593,4762,4723
"ENSMUSG00000027808",3305,4879,3214,3499,3164,3540,3848,2851,3282
"ENSMUSG00000020859",1419,1289,1140,973,813,1253,516,988,791
"ENSMUSG00000027801",1005,1494,998,938,679,1057,410,730,654
"ENSMUSG00000027800",104,116,133,107,77,161,35,79,80
"ENSMUSG00000027803",210,433,254,227,160,241,231,329,157
"ENSMUSG00000020850",3437,4300,3073,2555,2220,2958,3145,4280,3486
"ENSMUSG00000027805",48,54,15,13,24,30,24,47,39
"ENSMUSG00000027804",364,437,339,466,359,379,359,383,387
"ENSMUSG00000027806",370,477,274,316,183,238,305,390,313
"ENSMUSG00000101640",0,0,0,0,0,0,0,0,0
"ENSMUSG00000091733",0,0,0,0,0,0,0,0,0
"ENSMUSG00000101642",0,0,0,0,0,0,0,0,0
"ENSMUSG00000101643",0,0,0,0,0,0,0,0,0
"ENSMUSG00000091736",12,13,10,13,5,7,3,14,8
"ENSMUSG00000101645",0,0,0,0,0,0,0,0,0
"ENSMUSG00000091734",0,0,0,0,0,0,0,0,0
"ENSMUSG00000091735",0,0,0,0,0,0,0,0,0
"ENSMUSG00000101648",0,0,0,0,0,0,0,0,0
"ENSMUSG00000101649",0,0,0,0,0,0,0,0,0
"ENSMUSG00000019478",296,536,196,314,204,227,295,541,261
"ENSMUSG00000106897",0,0,0,0,0,0,0,0,0
"ENSMUSG00000097065",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030159",75,163,77,49,62,94,98,133,114
"ENSMUSG00000097067",0,0,0,0,0,0,0,0,0
"ENSMUSG00000097060",0,0,0,0,0,2,0,0,0
"ENSMUSG00000097061",72,67,59,110,59,47,18,93,78
"ENSMUSG00000097062",42,39,45,38,48,44,17,58,32
"ENSMUSG00000097063",0,0,0,0,0,0,0,0,0
"ENSMUSG00000097068",0,0,0,0,0,0,0,2,0
"ENSMUSG00000097069",17,4,6,10,12,11,4,7,6
"ENSMUSG00000030155",1,0,0,0,0,0,0,0,0
"ENSMUSG00000030154",0,0,1,0,0,0,0,0,0
"ENSMUSG00000104694",0,0,0,1,0,0,1,2,0
"ENSMUSG00000104696",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104697",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104691",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104692",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104693",3,0,1,2,0,1,0,2,0
"ENSMUSG00000037236",567,639,635,651,391,469,446,516,469
"ENSMUSG00000104698",0,2,0,0,0,0,0,0,0
"ENSMUSG00000104699",7,19,5,5,2,6,14,15,9
"ENSMUSG00000031828",43,72,62,55,45,37,53,58,48
"ENSMUSG00000031824",117,108,95,30,90,58,118,100,65
"ENSMUSG00000031825",6,19,9,19,6,4,11,4,8
"ENSMUSG00000031826",811,871,359,480,498,751,642,1337,674
"ENSMUSG00000031827",132,134,112,78,72,95,71,145,81
"ENSMUSG00000031820",728,966,545,671,510,586,744,856,681
"ENSMUSG00000031821",3,19,9,9,7,7,1,0,7
"ENSMUSG00000031822",145,176,178,117,254,131,333,320,217
"ENSMUSG00000031823",242,286,235,231,209,219,175,270,231
"ENSMUSG00000105349",0,0,0,3,0,0,2,0,0
"ENSMUSG00000038708",994,1287,957,931,721,1011,1377,1284,1132
"ENSMUSG00000038709",0,0,0,0,0,0,0,0,0
"ENSMUSG00000105341",0,0,0,0,0,0,0,0,0
"ENSMUSG00000105340",99,150,97,73,71,171,121,109,132
"ENSMUSG00000038704",976,926,972,1301,1020,862,1061,1072,884
"ENSMUSG00000049411",36,82,67,37,39,60,31,65,53
"ENSMUSG00000038702",5,10,10,8,4,14,8,12,11
"ENSMUSG00000105344",0,0,0,0,0,0,0,0,0
"ENSMUSG00000038700",7,9,16,2,8,6,5,14,7
"ENSMUSG00000104968",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104969",0,1,1,3,0,0,1,2,0
"ENSMUSG00000104966",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104964",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104965",2,11,8,16,10,13,6,10,17
"ENSMUSG00000104962",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104963",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104960",186,205,92,183,122,144,84,121,93
"ENSMUSG00000104961",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063296",0,0,0,2,0,0,0,0,0
"ENSMUSG00000063297",0,0,0,0,0,0,0,0,0
"ENSMUSG00000030987",503,840,518,416,332,455,571,724,477
"ENSMUSG00000035258",60,78,63,53,42,58,25,51,70
"ENSMUSG00000026860",233,337,195,262,189,210,100,224,223
"ENSMUSG00000026864",8316,8296,7285,9368,6063,6130,11072,4818,6800
"ENSMUSG00000026866",3006,2458,2144,2173,1853,2526,1392,3219,2259
"ENSMUSG00000026867",415,540,424,368,409,442,412,601,437
"ENSMUSG00000026869",428,362,249,416,323,364,182,323,267
"ENSMUSG00000102698",0,1,0,0,0,0,0,0,0
"ENSMUSG00000102699",0,0,0,0,0,0,0,0,0
"ENSMUSG00000102696",0,0,0,0,0,0,0,0,0
"ENSMUSG00000102697",0,2,0,0,0,0,1,0,0
"ENSMUSG00000102694",0,0,0,0,0,0,0,0,0
"ENSMUSG00000043155",2,5,1,1,0,6,0,3,1
"ENSMUSG00000043154",238,301,194,166,137,225,83,255,226
"ENSMUSG00000043157",1,4,2,1,0,2,0,5,2
"ENSMUSG00000102691",0,4,1,0,1,1,2,0,5
"ENSMUSG00000032397",29,77,21,46,42,33,48,55,45
"ENSMUSG00000089818",0,0,0,0,0,0,0,0,0
"ENSMUSG00000089819",0,0,0,0,0,0,0,0,0
"ENSMUSG00000089812",0,0,0,0,0,0,0,0,0
"ENSMUSG00000089810",105,154,113,164,108,124,83,166,133
"ENSMUSG00000089816",0,0,0,0,0,0,0,0,0
"ENSMUSG00000089814",0,0,0,1,0,0,0,0,0
"ENSMUSG00000089815",0,0,0,0,0,0,0,0,0
"ENSMUSG00000045658",1539,1779,1190,1128,1062,1302,1628,1445,1431
"ENSMUSG00000045659",69,189,147,156,148,146,121,175,192
"ENSMUSG00000042688",363,433,364,322,168,283,376,341,488
"ENSMUSG00000042686",21,32,16,23,25,11,10,30,29
"ENSMUSG00000045655",0,0,0,0,0,0,0,0,0
"ENSMUSG00000042684",11,17,21,1,4,9,13,23,12
"ENSMUSG00000045657",2,0,1,1,1,2,1,0,0
"ENSMUSG00000042682",621,765,457,610,564,456,514,441,518
"ENSMUSG00000042680",477,536,514,281,227,441,737,627,620
"ENSMUSG00000025982",1638,1755,1799,1726,1558,1708,1517,1716,1292
"ENSMUSG00000025983",4,0,0,0,0,0,0,0,0
"ENSMUSG00000034708",1940,3944,2299,2302,1692,2100,4940,3827,1916
"ENSMUSG00000025981",211,710,366,427,375,360,258,457,151
"ENSMUSG00000025986",62,56,62,52,59,74,73,33,57
"ENSMUSG00000048458",2,3,4,1,0,1,2,0,1
"ENSMUSG00000048455",0,0,0,0,0,0,0,0,0
"ENSMUSG00000034701",0,0,0,0,0,0,0,0,0
"ENSMUSG00000034706",0,0,0,0,0,0,0,0,2
"ENSMUSG00000048450",0,0,1,0,4,3,4,5,1
"ENSMUSG00000102520",0,0,0,0,0,0,0,0,0
"ENSMUSG00000102521",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021070",6,0,6,0,0,1,0,1,3
"ENSMUSG00000102523",0,0,0,0,0,0,0,0,0
"ENSMUSG00000102524",0,0,0,0,0,0,0,0,0
"ENSMUSG00000043485",0,0,0,0,0,0,0,0,0
"ENSMUSG00000102527",0,0,0,0,0,0,0,0,0
"ENSMUSG00000102528",0,0,0,0,0,0,0,0,0
"ENSMUSG00000102529",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021078",0,0,0,0,0,0,0,0,0
"ENSMUSG00000043488",6,2,4,5,3,2,1,1,0
"ENSMUSG00000029510",2,1,5,3,4,2,0,2,0
"ENSMUSG00000029513",208,297,283,242,219,236,452,316,252
"ENSMUSG00000029512",1557,2208,1766,1409,1200,1708,1700,2177,1851
"ENSMUSG00000029517",0,0,0,0,0,0,0,0,1
"ENSMUSG00000029516",12,27,23,39,4,13,14,24,24
"ENSMUSG00000029518",228,377,204,187,193,164,220,316,236
"ENSMUSG00000032398",177,264,151,203,118,179,125,176,159
"ENSMUSG00000032705",174,182,134,136,111,148,87,142,131
"ENSMUSG00000032702",858,699,914,741,617,741,492,994,754
"ENSMUSG00000074203",3,1,3,0,0,0,0,0,4
"ENSMUSG00000024160",135,164,138,151,147,161,115,140,143
"ENSMUSG00000074207",26390,29262,18161,25246,20718,23781,11254,16661,19245
"ENSMUSG00000074206",3,0,0,0,0,0,0,1,1
"ENSMUSG00000024165",355,457,301,299,335,309,306,226,454
"ENSMUSG00000024164",95616,123369,87661,53029,57355,76975,189258,147052,82260
"ENSMUSG00000024169",103,185,166,148,118,152,77,207,178
"ENSMUSG00000024168",170,257,135,123,112,118,91,156,146
"ENSMUSG00000068151",0,0,0,0,0,0,0,0,0
"ENSMUSG00000068154",0,1,0,0,1,0,0,0,0
"ENSMUSG00000042350",729,1548,811,670,587,885,848,1052,935
"ENSMUSG00000042351",7,2,3,2,7,2,2,3,3
"ENSMUSG00000042353",0,0,0,2,0,0,0,0,0
"ENSMUSG00000042354",264,531,266,259,274,243,345,408,274
"ENSMUSG00000042357",0,0,0,0,0,0,0,0,0
"ENSMUSG00000042359",0,0,2,1,1,0,1,0,0
"ENSMUSG00000074501",0,0,0,0,0,0,0,0,0
"ENSMUSG00000090322",0,0,0,0,0,0,0,0,0
"ENSMUSG00000024295",0,2,0,6,1,1,0,4,0
"ENSMUSG00000024294",639,720,713,646,503,515,376,391,354
"ENSMUSG00000024290",485,432,458,363,289,456,325,393,317
"ENSMUSG00000024293",121,96,159,95,91,98,80,122,91
"ENSMUSG00000024292",4247,3239,3323,2847,3515,2530,1875,3745,3385
"ENSMUSG00000024299",129,117,153,160,136,120,70,113,84
"ENSMUSG00000024298",444,22,305,232,197,233,13,11,17
"ENSMUSG00000044217",0,0,0,42,0,0,0,0,0
"ENSMUSG00000044216",0,0,0,0,0,0,0,0,0
"ENSMUSG00000044213",0,0,0,0,0,0,0,0,0
"ENSMUSG00000081955",0,0,0,0,0,0,0,0,0
"ENSMUSG00000079890",0,0,0,0,0,0,0,0,0
"ENSMUSG00000079893",0,0,0,0,0,0,0,0,0
"ENSMUSG00000079892",0,0,0,0,0,0,0,0,0
"ENSMUSG00000086455",0,0,0,0,0,0,0,0,0
"ENSMUSG00000086454",0,0,0,0,0,0,0,0,0
"ENSMUSG00000086453",0,2,0,3,0,0,0,0,0
"ENSMUSG00000086451",0,0,0,0,0,0,0,0,0
"ENSMUSG00000086450",0,0,0,0,0,0,0,0,0
"ENSMUSG00000081488",0,2,5,1,2,1,1,2,0
"ENSMUSG00000086459",0,0,0,0,0,0,0,0,0
"ENSMUSG00000002968",335,413,280,319,262,289,487,485,304
"ENSMUSG00000049350",1,0,0,0,0,0,0,0,0
"ENSMUSG00000024831",78,113,68,69,54,77,67,73,59
"ENSMUSG00000005493",0,0,0,0,0,0,0,0,0
"ENSMUSG00000024833",84,120,77,87,66,87,55,145,113
"ENSMUSG00000024835",770,1397,706,870,612,853,572,981,798
"ENSMUSG00000024837",0,0,0,0,0,0,0,0,0
"ENSMUSG00000059448",0,0,0,0,0,0,0,0,0
"ENSMUSG00000021981",818,1191,758,721,641,845,654,869,743
"ENSMUSG00000059447",267,556,270,335,267,535,368,382,270
"ENSMUSG00000051615",310,493,262,199,200,274,180,397,350
"ENSMUSG00000051617",0,0,0,0,0,0,0,0,0
"ENSMUSG00000051616",0,0,0,0,0,0,0,0,0
"ENSMUSG00000051611",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087507",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087504",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087505",0,0,0,0,0,0,0,0,0
"ENSMUSG00000043972",0,0,0,0,0,0,0,0,0
"ENSMUSG00000087508",0,0,0,0,0,0,0,0,0
"ENSMUSG00000051618",0,0,0,0,0,0,0,0,0
"ENSMUSG00000027603",4,1,4,3,6,5,4,2,3
"ENSMUSG00000030834",3470,3871,3309,3273,2957,3495,1472,3220,2656
"ENSMUSG00000030835",787,961,637,557,450,615,638,877,569
"ENSMUSG00000030830",132,116,146,81,122,70,150,89,97
"ENSMUSG00000030838",0,1,0,0,0,0,1,0,2
"ENSMUSG00000030839",39,44,23,34,28,29,33,18,23
"ENSMUSG00000040446",178,178,154,131,135,132,109,139,135
"ENSMUSG00000040447",318,346,369,502,284,331,256,474,348
"ENSMUSG00000040441",31,19,35,16,41,43,27,9,31
"ENSMUSG00000082361",19,25,19,24,19,31,21,25,20
"ENSMUSG00000082363",2,2,4,0,7,0,6,0,3
"ENSMUSG00000082365",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095452",0,0,0,0,0,0,0,0,0
"ENSMUSG00000046840",58,37,69,44,48,65,14,24,53
"ENSMUSG00000046841",22,27,19,32,20,14,16,24,28
"ENSMUSG00000092482",0,0,0,0,0,0,0,0,0
"ENSMUSG00000046844",0,1,0,0,0,0,0,0,0
"ENSMUSG00000046845",0,0,0,0,0,0,0,0,0
"ENSMUSG00000046846",0,0,0,0,0,0,0,0,0
"ENSMUSG00000027947",1539,2399,1485,1175,955,1332,1066,1383,1781
"ENSMUSG00000026479",5,10,6,26,6,4,15,13,13
"ENSMUSG00000026478",221,467,217,232,198,205,142,350,248
"ENSMUSG00000026473",10042,25305,13211,14192,11185,13371,21000,16324,12552
"ENSMUSG00000026471",128,134,64,46,42,42,35,100,67
"ENSMUSG00000057513",0,0,0,0,0,0,0,0,0
"ENSMUSG00000026475",1846,6083,4666,4946,2918,6847,553,2802,2692
"ENSMUSG00000071234",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003762",212,342,211,193,185,198,209,296,227
"ENSMUSG00000007659",245,625,493,384,162,171,386,305,162
"ENSMUSG00000007656",313,549,141,326,246,295,137,339,188
"ENSMUSG00000015971",345,573,295,338,313,309,273,426,323
"ENSMUSG00000007655",39,53,28,54,21,21,42,23,54
"ENSMUSG00000007653",0,0,0,0,0,0,0,0,0
"ENSMUSG00000085830",0,0,0,2,0,0,2,0,0
"ENSMUSG00000085831",0,0,0,0,0,0,0,0,0
"ENSMUSG00000085833",0,0,0,2,0,0,0,0,0
"ENSMUSG00000085834",0,0,0,0,0,0,0,0,0
"ENSMUSG00000085835",0,0,0,0,0,0,0,0,0
"ENSMUSG00000098078",0,0,0,0,0,0,0,0,0
"ENSMUSG00000085837",0,0,0,0,0,0,0,0,0
"ENSMUSG00000085838",0,0,0,0,0,0,0,0,0
"ENSMUSG00000094590",0,0,0,0,0,0,0,0,0
"ENSMUSG00000094592",0,0,0,0,0,0,0,0,0
"ENSMUSG00000098072",0,0,0,0,0,0,0,0,0
"ENSMUSG00000094594",1,7,2,1,1,2,9,8,3
"ENSMUSG00000098071",0,0,0,0,0,0,0,0,0
"ENSMUSG00000050982",0,0,1,0,0,0,0,0,0
"ENSMUSG00000009585",23,60,42,59,15,34,30,42,39
"ENSMUSG00000009580",0,0,0,0,0,0,0,0,0
"ENSMUSG00000050989",37,36,40,26,15,20,24,26,35
"ENSMUSG00000089737",0,0,0,0,0,0,0,0,0
"ENSMUSG00000089736",21,52,22,25,19,35,18,104,45
"ENSMUSG00000089733",0,0,0,0,0,0,0,0,0
"ENSMUSG00000089732",0,0,0,0,0,0,0,0,0
"ENSMUSG00000089731",0,0,0,0,0,0,0,0,0
"ENSMUSG00000089730",0,0,0,0,0,0,0,0,0
"ENSMUSG00000089739",55,384,157,124,237,129,111,249,94
"ENSMUSG00000081108",0,0,0,0,0,0,0,0,0
"ENSMUSG00000051671",152,340,148,218,113,191,131,213,140
"ENSMUSG00000070379",0,0,0,0,0,0,0,0,0
"ENSMUSG00000002384",2,0,0,5,2,0,0,2,4
"ENSMUSG00000023068",581,903,669,676,553,710,583,698,599
"ENSMUSG00000016409",118,127,117,104,85,133,90,164,119
"ENSMUSG00000092514",0,0,0,0,0,0,0,0,0
"ENSMUSG00000010803",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003476",0,1,1,1,0,0,0,1,0
"ENSMUSG00000003477",6933,2731,5968,7025,4651,6353,310,3006,3057
"ENSMUSG00000014313",1807,2044,1362,2129,1467,1568,704,952,1083
"ENSMUSG00000064232",0,0,0,0,0,0,0,0,0
"ENSMUSG00000053985",26,23,8,11,8,19,5,10,15
"ENSMUSG00000053980",0,0,0,0,0,0,0,0,0
"ENSMUSG00000104488",0,0,0,0,0,0,0,0,0
"ENSMUSG00000107123",0,0,0,0,0,0,0,0,0
"ENSMUSG00000107122",0,0,0,0,0,0,0,0,0
"ENSMUSG00000107121",1,13,4,7,8,10,11,9,10
"ENSMUSG00000107120",3,0,0,9,1,0,1,3,2
"ENSMUSG00000107126",0,0,0,0,0,0,0,0,0
"ENSMUSG00000107125",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095247",0,0,0,1,0,0,1,0,0
"ENSMUSG00000107129",0,0,0,0,0,0,0,0,0
"ENSMUSG00000107128",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095242",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095240",0,0,0,0,0,0,0,0,0
"ENSMUSG00000095241",0,0,0,0,0,0,0,0,0
"ENSMUSG00000092625",0,0,0,0,0,0,0,0,0
"ENSMUSG00000092624",0,0,0,0,0,0,0,0,0
"ENSMUSG00000092627",0,0,0,0,0,0,0,0,0
